Z_COE,T_COE,NIVEL_AE_COE,Z_INFO,T_INFO,NIVEL_AE_INFO,Z_TE,T_TE,NIVEL_AE_TE,AE_Total,T,Nivel_AE_TOTAL,O,C,E,A,N,GENERO,CARRERA,EDAD,CIUDAD,CIVIL,HIJOS,VIVES,NUM_HIJO,PREPA,MOD_PREPA,INGRESOS,HA_TRABAJO,TRABAJO_ACTUAL,PAPAS_TRABAJO,PAPAS_NEGOCIO,COMPU,INTERNET,FORM_LABORAL,BUENAS_RELACIONES,COMPROMISO_TIEMPO,ESCUCHAR_SUGERENCIAS,COLABORAR_AREAS,RESPETAR_DIFERENTES,REALIZAR_CARGA,DISTANCIA_DISTRACCION,ESCUCHAR_DESACUERDO,COMUNICAR_INCONFORMIDADES,COLABORAR_URGENTE,PERSONAS_DIFERENTES,DISTANCIA_TIEMPO,APERTURA_CONFLICTOS,CLIMA_PRESION,PARTICIPAR_PLANIFICACION,RESPETAR_TIEMPOS,RELACION_DESAGRADO,INTEGRARME_EQUIPO,CONFIAR_COMPAÑEROS,INTEGRAR_IDEAS,ESCUCHAR_PTO_DISTINTO,IDENTIFICAR_MITURNO,IDEAS_ENTENDIBLE_IDIOMA,SIN_MALASPALABRAS,PERDERSE_DISCURSO_HABLAR,ORGANIZAR_IDEAS,MULETILLAS_HABLAR,BARBARISMOS_HABLAR,REDUNDANTE_PUBLICO,EXPONER_SINAPOYO,CONTACTO_VISUAL,EXPRESION_SEGURIDAD,POSTURA_ADECUADA,VELOCIDAD_HABLA,VOLUMEN_VOZ,REDACTAR_REMITENTE,ERROR_GRAMATICAL,ESCRIB_ENTENDIBLE_IDEAS,ESCRIB_ORDEN_SECUENCIA,SIN_AUTOCORRECTOR,SIN_TECNICISMOS,CORREO_CONDENSADO,ORTOGRAF_TIC,ASPECTO_VIDEO,RESPONDER_ATIEMPO_TIC,BUSQUEDA_PROFUNDA,PREGUNTAS_PERSONAS,TERMINOS_CLAROS,CONOCER_FUENTES,BUSQUEDA_ESPECIALIZADA,ALMACENAR_INFORMACION,APLICACIONES_VISUALIZAR,ADAPTAR_BUSQUEDA,UTILIZAR_BUSCADORES,COMPARAR_INFORMACION,CONFIRMAR_INFORMACION,VALIDAR_REMITENTE,VALIDAR_AUTOR,ORDEN_FUENTES,IDENTIFICAR_ORGANIZAR,CLASIFICAR_CARPETAS,DIFERENTES_SITIOS,DESARROLLAR_PRESENTACIONES,USO_PARAFRASIS,INCORPORAR_INFORMACION
-1.131478261,38.68521739,AE_Baja_COE,-2.237310775,27.62689225,AE_Baja_INFO,-1.549462973,34.50537027,AE_BAJA_TE,-1.654862924,33.45137076,AE_Baja,20,10,5,40,10,F,Psico,32,CDMX,Soltero,si,Padres,Mayor,Publica,Escolarizada,menos4000,si,si,No,No,si,Regulares,si,7,10,8,6,6,7,6,7,4,9,10,9,8,8,7,10,7,8,5,8,8,6,6,9,3,4,3,9,4,7,7,4,6,4,6,9,8,10,9,8,8,9,9,10,9,6,8,8,3,8,4,7,3,6,8,8,8,4,3,3,3,7,9,6,7
1.338086957,63.38086957,AE_Alta_COE,1.235529831,62.35529831,AE_Norm_INFO,0.598643301,55.98643301,AE_NORM_TE,1.396703655,63.96703655,AE_Alta,15,65,15,75,50,F,Psico,23,Mexico,Soltero,No,Padres,medio,Publica,Escolarizada,4500a9000,si,No,si,No,si,Buenas,si,10,10,9,10,9,10,8,9,10,10,10,10,8,9,10,10,9,10,9,10,10,10,10,9,10,10,9,10,10,10,10,9,10,9,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,7,10,10,10,10,10,10,10,10,10,10,10
0.398956522,53.98956522,AE_Normal_COE,1.369100623,63.69100623,AE_Norm_INFO,0.655172414,56.55172414,AE_NORM_TE,1.021377285,60.21377285,AE_Normal,35,90,25,30,60,M,Psico,23,Mexico,Soltero,No,Padres,Mayor,Publica,Escolarizada,10000a18000,No,No,si,si,si,Buenas,No,9,10,10,10,10,10,9,10,6,10,10,10,9,9,10,10,10,10,9,10,10,10,10,10,8,8,7,10,10,9,7,6,5,4,6,10,10,10,10,9,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10
0.885913043,58.85913043,AE_Normal_COE,0.656723063,56.56723063,AE_Norm_INFO,-0.362351611,46.37648389,AE_NORM_TE,0.695006527,56.95006527,AE_Normal,75,65,70,5,99,M,Psico,22,CDMX,Soltero,No,Solo,menor,Privada,Escolarizada,30000a40000,si,si,si,si,si,Buenas,No,9,9,7,8,8,10,10,9,7,10,9,10,9,7,10,8,8,9,6,8,8,7,10,10,10,9,9,10,8,10,10,10,9,9,9,10,9,10,9,9,10,9,10,9,10,9,7,10,7,10,10,10,9,10,10,9,8,6,9,10,10,10,10,10,10
-0.018434783,49.81565217,AE_Normal_COE,-0.233748887,47.66251113,AE_Norm_INFO,0.372526851,53.72526851,AE_NORM_TE,0.156494778,51.56494778,AE_Normal,99,40,85,55,75,F,Psico,21,CDMX,Soltero,No,Padres,menor,Publica,Escolarizada,menos4000,No,si,si,No,si,Regulares,No,9,10,9,10,10,10,9,10,9,10,10,10,10,9,8,9,5,10,9,10,10,10,7,5,8,8,8,9,9,7,8,9,9,9,9,8,7,9,9,8,8,8,8,9,8,9,10,9,7,9,8,8,8,6,8,8,8,8,8,8,9,8,8,9,8
0.155478261,51.55478261,AE_Normal_COE,-0.456366874,45.43633126,AE_Norm_INFO,-0.758055399,42.41944601,AE_NORM_TE,-0.169875979,48.30124021,AE_Normal,85,80,40,75,20,F,Psico,21,Mexico,Soltero,No,Padres,Mayor,Publica,Escolarizada,4500a9000,No,No,si,No,si,Buenas,No,5,9,10,8,8,8,8,8,10,8,8,8,9,7,9,9,8,9,7,10,9,8,8,10,8,9,9,9,9,8,8,8,8,8,8,8,9,9,8,8,8,9,10,8,8,9,9,8,7,8,7,7,7,5,8,8,8,8,9,9,9,8,9,8,8
0.398956522,53.98956522,AE_Normal_COE,-1.25779163,37.4220837,AE_Baja_INFO,-0.814584511,41.85415489,AE_NORM_TE,-0.365698433,46.34301567,AE_Normal,15,90,70,40,35,F,Psico,22,CDMX,Soltero,No,Padres,Mayor,Publica,Escolarizada,4500a9000,No,No,si,No,si,Buenas,No,8,10,8,9,9,10,8,8,5,9,7,9,8,7,8,10,8,7,7,7,8,10,10,10,7,9,7,10,10,7,7,7,7,7,8,10,10,9,8,10,9,10,10,10,9,0,4,8,5,8,8,7,6,7,7,9,8,8,8,8,8,8,8,8,8
-0.227130435,47.72869565,AE_Normal_COE,0.211487088,52.11487088,AE_Norm_INFO,-1.210288298,37.89711702,AE_BAJA_TE,-0.235150131,47.64849869,AE_Normal,35,95,5,40,90,F,Psico,23,Mexico,Soltero,No,Padres,medio,Publica,Escolarizada,4500a9000,si,No,No,si,si,Buenas,No,8,10,6,8,9,10,7,7,9,10,8,7,8,9,5,7,8,5,7,9,9,7,7,9,5,5,8,10,10,10,4,4,4,4,5,10,10,10,10,10,10,10,10,10,10,9,10,8,9,8,10,7,8,8,9,9,9,9,8,8,9,9,9,9,9
0.364173913,53.64173913,AE_Normal_COE,-0.545414069,44.54585931,AE_Norm_INFO,0.033352176,50.33352176,AE_NORM_TE,0.123857702,51.23857702,AE_Normal,5,90,15,15,35,F,Psico,28,CDMX,Soltero,No,Padres,menor,Publica,Escolarizada,menos4000,si,No,si,No,si,Regulares,No,9,9,10,10,9,8,8,9,8,9,9,9,9,9,9,9,9,9,9,9,9,8,8,10,8,9,8,10,9,9,8,8,9,8,7,8,9,9,9,10,9,8,10,10,8,8,8,7,8,8,9,7,7,6,7,8,8,8,8,8,8,9,9,8,8
-0.401043478,45.98956522,AE_Normal_COE,-0.189225289,48.10774711,AE_Norm_INFO,-1.153759186,38.46240814,AE_BAJA_TE,-0.447291123,45.52708877,AE_Normal,95,5,55,15,20,F,Psico,22,CDMX,Soltero,No,Padres,Mayor,Publica,Escolarizada,30000a40000,No,No,si,si,si,Buenas,No,10,10,7,8,7,6,5,6,9,9,8,9,8,8,10,7,8,7,7,7,8,10,6,10,5,5,3,10,7,7,10,8,8,9,9,9,8,8,8,7,8,5,8,10,10,7,9,8,10,10,10,7,8,6,7,8,10,6,7,8,10,10,9,5,10
0.016347826,50.16347826,AE_Normal_COE,0.077916296,50.77916296,AE_Norm_INFO,-1.153759186,38.46240814,AE_BAJA_TE,-0.153557441,48.46442559,AE_Normal,35,30,95,75,75,F,Psico,23,Mexico,Soltero,No,Padres,Mayor,Publica,Escolarizada,4500a9000,si,No,si,si,si,Regulares,No,5,9,10,7,10,8,4,10,6,10,9,8,8,8,8,9,6,8,6,9,10,8,8,6,7,7,6,9,8,9,10,9,10,8,10,9,7,9,8,6,8,9,8,10,9,7,9,9,9,10,10,10,8,7,8,9,9,9,8,8,8,9,8,8,8
0.538086957,55.38086957,AE_Normal_COE,0.434105076,54.34105076,AE_Norm_INFO,-0.418880724,45.81119276,AE_NORM_TE,0.433909922,54.33909922,AE_Normal,85,50,55,55,80,M,Psico,23,CDMX,Soltero,No,Padres,menor,Publica,Escolarizada,4500a9000,No,No,si,No,No,Buenas,No,9,8,9,9,8,7,9,10,9,8,8,8,8,9,8,9,9,8,9,8,9,9,8,9,8,8,9,10,9,9,9,8,7,7,7,9,10,10,10,10,10,10,10,9,9,9,9,9,7,9,9,10,9,9,9,9,9,9,9,9,9,8,9,9,10
-0.192347826,48.07652174,AE_Normal_COE,0.077916296,50.77916296,AE_Norm_INFO,-1.153759186,38.46240814,AE_BAJA_TE,-0.251468668,47.48531332,AE_Normal,65,90,70,85,75,F,Psico,21,CDMX,Soltero,No,Padres,Mayor,Publica,Escolarizada,10000a18000,si,No,si,No,si,Buenas,si,5,10,7,6,8,10,5,10,8,10,9,9,10,10,10,10,5,0,7,10,9,9,9,10,5,8,6,10,5,5,5,6,10,5,5,10,10,10,10,10,6,9,10,10,10,5,9,9,10,9,9,5,9,6,10,10,10,10,5,8,10,10,9,9,9
1.094608696,60.94608696,AE_Alta_COE,1.012911843,60.12911843,AE_Norm_INFO,0.994347089,59.94347089,AE_NORM_TE,1.315110966,63.15110966,AE_Alta,15,40,40,55,50,F,Psico,23,Mexico,Soltero,No,Padres,Mayor,Publica,Escolarizada,4500a9000,si,si,si,No,si,Buenas,No,10,10,10,9,10,10,10,10,10,10,10,9,10,10,10,10,10,10,9,9,10,10,9,10,10,10,8,9,9,9,10,10,10,10,9,10,10,10,8,9,9,10,10,10,10,8,10,10,10,10,9,10,10,9,10,10,8,9,9,10,10,10,10,10,10
0.43373913,54.3373913,AE_Normal_COE,0.656723063,56.56723063,AE_Norm_INFO,-0.644997174,43.55002826,AE_NORM_TE,0.401272846,54.01272846,AE_Normal,15,80,15,20,80,F,Psico,27,Mexico,Soltero,No,Padres,Mayor,Publica,Escolarizada,10000a18000,si,No,si,No,si,Buenas,No,7,10,8,8,9,9,10,9,3,10,10,10,9,8,7,10,8,6,7,8,10,7,8,8,5,6,6,10,10,10,10,9,9,7,7,10,10,10,10,10,10,9,10,9,10,8,9,9,8,10,10,10,9,8,8,10,9,10,9,9,10,10,10,9,9
-2.557565217,24.42434783,AE_Baja_COE,-2.86064114,21.3935886,AE_Baja_INFO,-0.588468061,44.11531939,AE_NORM_TE,-2.274967363,27.25032637,AE_Baja,65,65,55,55,35,M,Psico,23,CDMX,Soltero,No,Padres,menor,Publica,Escolarizada,menos4000,No,No,si,No,si,Buenas,si,9,7,8,10,9,10,9,9,7,8,10,9,9,5,8,9,7,9,7,7,8,6,8,1,6,6,5,9,7,8,0,0,0,2,3,4,8,6,5,8,6,5,8,7,8,5,7,5,6,4,5,6,6,6,4,7,3,3,7,5,5,6,7,5,3
0.085913043,50.85913043,AE_Normal_COE,-0.144701692,48.55298308,AE_Norm_INFO,-0.814584511,41.85415489,AE_NORM_TE,-0.104601828,48.95398172,AE_Normal,90,15,55,75,75,F,Psico,22,Mexico,Soltero,No,Padres,Mayor,Publica,Escolarizada,10000a18000,No,No,si,No,si,Buenas,No,8,10,10,8,7,8,6,7,8,10,9,6,10,9,9,8,8,8,6,9,7,9,8,8,7,7,8,10,10,7,10,7,9,6,9,9,9,9,9,9,7,8,10,10,8,8,10,7,9,9,7,7,9,7,10,10,7,7,8,8,10,9,8,8,8
-0.018434783,49.81565217,AE_Normal_COE,-0.589937667,44.10062333,AE_Norm_INFO,-0.644997174,43.55002826,AE_NORM_TE,-0.267787206,47.32212794,AE_Normal,5,50,99,30,10,F,Psico,30,Mexico,Casado,si,Pareja,Mayor,Publica,Escolarizada,4500a9000,No,si,si,si,No,Regulares,No,8,10,10,8,9,8,8,9,10,8,9,8,8,7,8,9,7,7,7,8,7,7,9,8,9,8,9,9,9,10,10,10,8,9,10,8,5,8,7,5,8,8,7,10,9,9,10,9,8,7,8,5,6,4,5,9,9,9,9,10,10,5,6,9,9
0.225043478,52.25043478,AE_Normal_COE,-0.278272484,47.21727516,AE_Norm_INFO,-0.362351611,46.37648389,AE_NORM_TE,0.042265013,50.42265013,AE_Normal,5,65,15,5,60,F,Psico,26,Mexico,Soltero,No,Padres,medio,Publica,Escolarizada,4500a9000,si,si,si,No,si,Buenas,No,10,10,10,10,9,9,9,10,6,10,9,10,10,5,8,10,8,5,5,8,9,8,7,10,6,7,7,10,9,9,9,8,9,7,9,9,10,10,10,9,9,8,9,8,8,7,6,9,9,9,7,9,9,7,9,9,8,8,8,8,8,8,9,8,8
-0.261913043,47.38086957,AE_Normal_COE,-0.812555654,41.87444346,AE_Norm_INFO,-1.775579423,32.24420577,AE_BAJA_TE,-0.789980418,42.10019582,AE_Normal,15,20,25,75,20,F,Psico,49,CDMX,Divorciado,si,familiar,Mayor,Publica,Escolarizada,4500a9000,si,si,si,No,si,Regulares,No,4,10,5,9,9,9,6,5,3,9,8,8,5,8,8,10,6,8,8,9,5,5,8,7,7,5,7,9,8,10,9,9,8,7,10,10,5,10,9,7,8,9,9,10,9,3,9,8,9,8,9,8,8,4,8,7,8,8,5,7,7,8,9,9,9
0.851130435,58.51130435,AE_Normal_COE,0.923864648,59.23864648,AE_Norm_INFO,0.598643301,55.98643301,AE_NORM_TE,1.05401436,60.5401436,AE_Alta,35,50,55,55,60,F,Psico,19,CDMX,Soltero,No,Padres,menor,Publica,Escolarizada,4500a9000,si,No,No,No,si,Buenas,No,8,9,10,10,10,9,10,10,9,10,9,9,10,10,10,10,9,9,9,10,10,10,9,9,10,9,9,10,8,8,8,9,10,8,10,10,10,10,9,9,9,8,10,10,10,10,10,10,8,10,9,10,10,10,10,10,9,9,9,10,10,10,8,8,10
-2.070608696,29.29391304,AE_Baja_COE,-1.302315227,36.97684773,AE_Baja_INFO,-2.284341436,27.15658564,AE_BAJA_TE,-1.964915144,30.35084856,AE_Baja,60,65,5,15,75,F,Psico,29,CDMX,Union_libre,No,Pareja,Mayor,Publica,Abierta,menos4000,si,si,si,No,si,Malas,No,5,8,7,5,5,5,7,8,7,6,6,6,8,8,7,10,7,7,7,7,8,7,7,9,7,7,5,7,5,5,6,5,5,6,7,5,5,4,5,5,5,5,7,5,6,9,8,7,6,6,8,6,7,6,7,7,7,6,7,7,8,7,7,8,6
0.503304348,55.03304348,AE_Normal_COE,0.256010686,52.56010686,AE_Norm_INFO,0.429055964,54.29055964,AE_NORM_TE,0.5970953,55.970953,AE_Normal,90,5,85,95,75,F,Psico,23,Mexico,Soltero,No,Padres,medio,Publica,Escolarizada,4500a9000,No,si,si,si,si,Buenas,si,9,8,10,10,10,9,8,10,8,10,9,8,10,10,9,9,10,10,10,10,10,10,8,10,9,9,8,10,10,9,7,7,9,7,10,10,10,8,7,9,10,9,10,8,8,9,10,10,10,10,10,10,10,6,10,8,10,10,7,8,6,8,10,7,6
1.23373913,62.3373913,AE_Alta_COE,1.146482636,61.46482636,AE_Norm_INFO,0.824759751,58.24759751,AE_NORM_TE,1.380385117,63.80385117,AE_Alta,50,30,55,85,60,F,Psico,23,CDMX,Soltero,No,Padres,menor,Publica,Escolarizada,4500a9000,si,si,si,si,si,Buenas,si,10,9,10,9,10,10,10,10,8,10,10,10,10,9,10,10,10,10,9,10,10,9,10,10,10,9,10,10,10,8,10,9,10,9,10,10,10,10,9,10,10,10,10,10,10,8,10,10,9,10,10,10,10,10,10,10,10,10,10,10,10,9,10,9,10
-1.583652174,34.16347826,AE_Baja_COE,0.612199466,56.12199466,AE_Norm_INFO,0.089881289,50.89881289,AE_NORM_TE,-0.349379896,46.50620104,AE_Normal,75,5,99,99,80,F,Psico,22,CDMX,Soltero,No,Padres,menor,Publica,Escolarizada,4500a9000,si,No,si,No,si,Buenas,No,9,8,10,10,10,8,8,10,10,9,10,7,9,8,9,10,8,9,9,10,10,7,6,10,5,6,5,5,7,7,7,6,7,5,5,7,5,6,6,5,5,6,7,10,7,5,10,10,9,10,10,9,8,5,10,10,10,9,10,10,10,10,9,10,9
-2.383652174,26.16347826,AE_Baja_COE,-0.545414069,44.54585931,AE_Norm_INFO,-2.906161673,20.93838327,AE_BAJA_TE,-2.013870757,29.86129243,AE_Baja,99,90,55,65,15,F,Psico,22,Mexico,Soltero,No,Padres,menor,Publica,Escolarizada,menos4000,si,No,si,si,si,Regulares,No,6,10,6,7,8,5,3,8,5,6,6,3,6,5,5,5,7,7,10,8,5,7,7,7,3,4,3,7,7,7,7,5,3,5,5,5,6,5,5,5,5,5,5,8,8,8,5,7,8,8,8,8,7,8,8,9,7,9,8,8,8,9,8,8,8
0.642434783,56.42434783,AE_Normal_COE,0.300534283,53.00534283,AE_Norm_INFO,-0.079706049,49.20293951,AE_NORM_TE,0.531821149,55.31821149,AE_Normal,65,10,25,65,60,F,Psico,25,Mexico,Union_libre,No,Pareja,Mayor,Publica,Escolarizada,10000a18000,si,No,si,No,si,Buenas,No,8,10,9,10,8,9,8,8,9,10,10,8,9,8,9,10,8,9,8,9,9,9,9,9,9,10,8,9,9,9,9,10,9,8,9,9,9,10,9,9,9,9,9,9,9,9,10,9,9,9,9,9,9,8,8,8,9,9,9,9,8,9,9,9,8
0.885913043,58.85913043,AE_Normal_COE,0.879341051,58.79341051,AE_Norm_INFO,0.202939514,52.02939514,AE_NORM_TE,0.939784595,59.39784595,AE_Normal,15,30,5,40,99,F,Psico,22,Mexico,Soltero,No,Padres,Unico,Publica,Escolarizada,10000a18000,No,No,si,No,si,Buenas,si,7,10,10,10,10,10,10,10,10,10,10,10,10,5,10,10,8,8,5,10,10,10,10,8,10,10,7,10,10,10,7,5,8,10,8,10,10,10,10,10,10,10,10,10,10,5,10,10,10,10,10,10,10,10,10,10,7,7,10,10,10,10,10,10,10
-0.540173913,44.59826087,AE_Normal_COE,-0.055654497,49.44345503,AE_Norm_INFO,-0.249293386,47.50706614,AE_NORM_TE,-0.202513055,47.97486945,AE_Normal,15,75,85,15,60,F,Psico,23,Mexico,Soltero,No,Padres,Mayor,Publica,Escolarizada,4500a9000,si,si,si,si,si,Regulares,si,8,10,9,8,9,9,9,10,7,10,9,8,8,9,9,9,9,8,7,8,10,9,8,9,6,7,5,9,8,7,8,7,7,6,7,8,8,7,7,8,7,8,9,9,8,8,9,8,8,9,8,10,9,8,9,8,8,8,8,9,9,7,9,8,8
1.129391304,61.29391304,AE_Alta_COE,1.101959038,61.01959038,AE_Norm_INFO,0.711701526,57.11701526,AE_NORM_TE,1.28247389,62.8247389,AE_Alta,40,30,70,65,50,F,Psico,22,CDMX,Soltero,No,Padres,menor,Publica,Escolarizada,4500a9000,si,si,si,si,si,Buenas,No,9,10,10,10,10,10,10,9,5,10,10,10,10,9,10,10,10,10,10,10,10,10,10,9,8,8,8,10,10,10,10,9,9,9,10,10,10,10,10,10,10,10,10,10,10,5,10,10,10,10,10,10,10,10,10,10,10,9,10,10,10,10,10,10,10
0.885913043,58.85913043,AE_Normal_COE,0.834817453,58.34817453,AE_Norm_INFO,0.542114189,55.42114189,AE_NORM_TE,1.021377285,60.21377285,AE_Alta,20,40,85,65,90,F,Psico,21,Mexico,Casado,No,Pareja,Mayor,Publica,Escolarizada,10000a18000,si,si,si,si,si,Buenas,No,8,10,9,10,9,10,8,9,10,10,10,10,10,9,10,10,9,10,8,10,10,9,8,10,9,9,6,10,10,10,10,8,10,7,10,10,10,10,10,10,10,10,9,8,10,0,10,10,10,10,10,10,10,10,10,10,10,10,10,10,8,10,10,10,10
-1.16626087,38.3373913,AE_Baja_COE,-1.836598397,31.63401603,AE_Baja_INFO,-2.623516111,23.76483889,AE_BAJA_TE,-1.834366841,31.65633159,AE_Baja,90,95,10,95,20,F,Psico,24,CDMX,Soltero,No,Padres,medio,Publica,Escolarizada,4500a9000,si,si,No,si,si,Buenas,si,5,9,5,8,8,4,5,9,3,8,4,8,9,10,10,8,8,0,2,5,6,10,10,9,0,2,3,10,10,1,3,3,4,3,10,10,9,9,9,10,10,10,10,6,7,3,7,4,5,7,6,10,9,3,8,6,7,3,3,6,9,8,10,8,6
-1.688,33.12,AE_Baja_COE,-2.192787177,28.07212823,AE_Baja_INFO,-1.945166761,30.54833239,AE_BAJA_TE,-2.013870757,29.86129243,AE_Baja,90,90,70,30,35,F,Psico,21,CDMX,Soltero,No,Padres,Mayor,Publica,Escolarizada,4500a9000,No,No,si,No,si,Malas,No,8,6,10,8,7,4,5,10,9,9,10,4,10,4,6,7,6,4,8,9,9,9,5,8,4,7,1,9,9,1,5,8,8,5,5,5,6,6,4,3,9,3,10,10,10,6,10,7,3,6,8,4,6,1,6,9,8,4,9,9,4,4,8,7,1
-0.818434783,41.81565217,AE_Normal_COE,0.567675868,55.67675868,AE_Norm_INFO,-0.531938949,44.68061051,AE_NORM_TE,-0.186194517,48.13805483,AE_Normal,15,65,25,50,35,F,Psico,22,CDMX,Soltero,No,Padres,Mayor,Publica,Escolarizada,4500a9000,No,No,si,No,No,Regulares,No,6,10,8,9,8,9,8,9,7,10,8,8,8,7,9,10,8,10,8,10,8,9,7,9,5,5,5,10,7,8,9,5,6,5,9,9,8,6,7,7,7,7,7,10,9,3,9,9,9,10,9,9,9,8,10,10,9,9,10,10,10,9,10,10,10
-2.070608696,29.29391304,AE_Baja_COE,-2.68254675,23.1745325,AE_Baja_INFO,-2.114754098,28.85245902,AE_BAJA_TE,-2.421834204,25.78165796,AE_Baja,35,65,70,15,90,M,Psico,20,Mexico,Soltero,No,Padres,Mayor,Publica,Escolarizada,4500a9000,si,No,si,si,si,Regulares,No,7,5,8,8,9,6,6,8,10,6,10,7,10,4,7,5,4,7,5,7,7,8,5,0,5,7,5,10,6,6,7,7,4,5,8,5,7,5,6,5,7,4,6,7,6,6,6,5,4,5,5,5,5,4,5,6,6,6,5,5,5,5,7,7,7
0.294608696,52.94608696,AE_Normal_COE,0.656723063,56.56723063,AE_Norm_INFO,-1.153759186,38.46240814,AE_BAJA_TE,0.189131854,51.89131854,AE_Normal,20,20,95,30,75,F,Psico,21,Mexico,Soltero,No,Padres,Mayor,Publica,Escolarizada,menos4000,No,No,si,No,No,Buenas,No,6,10,7,7,7,6,9,8,9,8,8,8,7,8,6,9,9,8,9,8,9,8,9,9,6,8,4,10,9,9,9,7,9,8,9,8,10,10,7,10,9,9,10,10,10,10,10,9,9,8,9,10,9,9,9,9,8,9,9,9,9,10,9,10,10
-0.122782609,48.77217391,AE_Normal_COE,0.612199466,56.12199466,AE_Norm_INFO,0.202939514,52.02939514,AE_NORM_TE,0.36863577,53.6863577,AE_Normal,85,20,70,50,35,F,Psico,21,CDMX,Soltero,No,Padres,Mayor,Publica,Escolarizada,4500a9000,si,si,si,No,si,Buenas,si,8,10,10,10,9,7,8,8,9,10,10,8,10,8,10,10,10,9,9,9,9,7,8,10,5,6,5,10,6,8,10,5,8,7,5,10,10,9,9,8,10,10,10,10,9,9,10,9,9,9,10,10,10,5,10,10,9,9,10,10,8,9,8,10,9
-1.479304348,35.20695652,AE_Baja_COE,-0.500890472,44.99109528,AE_Norm_INFO,-2.680045223,23.19954777,AE_BAJA_TE,-1.507996084,34.92003916,AE_Baja,35,80,25,75,95,F,Psico,22,Mexico,Soltero,No,Padres,menor,Publica,Escolarizada,10000a18000,si,No,si,No,si,Regulares,No,8,8,7,7,7,7,6,7,6,7,8,6,8,6,5,8,3,4,4,8,8,8,7,8,4,4,3,9,6,4,4,4,4,7,7,8,7,8,8,7,8,8,8,8,8,9,9,8,8,8,8,8,7,4,8,8,7,8,8,8,9,8,9,8,8
0.225043478,52.25043478,AE_Normal_COE,-0.189225289,48.10774711,AE_Norm_INFO,0.089881289,50.89881289,AE_NORM_TE,0.205450392,52.05450392,AE_Normal,60,20,55,15,20,F,Psico,22,CDMX,Soltero,No,Padres,medio,Publica,Escolarizada,4500a9000,No,No,si,No,si,Regulares,No,9,10,8,10,8,9,8,10,10,9,10,7,9,9,10,10,8,8,9,8,8,8,5,10,5,5,8,10,10,7,10,8,10,9,10,10,10,8,8,9,9,7,10,10,10,10,10,8,8,9,10,9,5,5,9,9,8,8,9,7,10,8,7,8,8
0.885913043,58.85913043,AE_Normal_COE,0.389581478,53.89581478,AE_Norm_INFO,-0.362351611,46.37648389,AE_NORM_TE,0.5970953,55.970953,AE_Normal,75,20,70,65,95,F,Psico,23,Mexico,Union_libre,No,Pareja,Mayor,Publica,Escolarizada,10000a18000,si,si,si,si,si,Buenas,si,10,10,7,10,10,8,10,8,10,10,10,8,5,8,10,8,8,8,5,10,10,10,10,10,10,8,8,10,10,7,9,9,10,10,10,10,8,10,10,8,10,10,10,10,6,0,10,10,8,10,10,10,10,7,10,10,10,8,8,10,8,10,10,9,10
0.155478261,51.55478261,AE_Normal_COE,-2.14826358,28.5173642,AE_Baja_INFO,-0.814584511,41.85415489,AE_NORM_TE,-0.806298956,41.93701044,AE_Normal,5,10,55,65,60,F,Psico,25,Mexico,Soltero,No,Padres,medio,Publica,Escolarizada,menos4000,No,No,si,No,No,Buenas,No,5,10,10,10,10,8,8,10,10,10,10,10,5,8,8,7,7,5,4,5,10,10,10,10,3,8,4,10,8,4,8,8,9,7,9,10,10,10,8,10,10,10,10,10,6,10,4,9,4,7,9,3,6,3,5,3,4,3,4,7,6,5,10,10,9
0.955478261,59.55478261,AE_Normal_COE,1.146482636,61.46482636,AE_Norm_INFO,-1.436404748,35.63595252,AE_BAJA_TE,0.5970953,55.970953,AE_Normal,50,40,40,95,35,F,Psico,26,CDMX,Soltero,No,Padres,Mayor,Publica,Escolarizada,10000a18000,si,si,si,si,si,Buenas,No,8,5,5,10,10,5,5,10,3,10,8,10,5,10,10,10,5,5,10,7,10,10,8,10,10,8,6,10,7,10,10,9,10,8,9,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,5,10,10,10,10,10,10,10,10,10,10,10,10,10
1.372869565,63.72869565,AE_Alta_COE,1.235529831,62.35529831,AE_Norm_INFO,0.881288864,58.81288864,AE_NORM_TE,1.494614883,64.94614883,AE_Alta,50,75,40,65,60,F,Psico,21,CDMX,Soltero,No,familiar,medio,Publica,Escolarizada,10000a18000,si,si,si,si,si,Buenas,No,10,9,9,8,10,10,10,10,10,10,10,10,10,9,10,10,10,10,10,10,10,10,10,10,10,10,10,10,9,10,10,10,8,10,10,10,10,10,10,10,10,10,10,10,10,8,10,10,10,10,10,10,10,10,10,10,10,10,10,9,10,10,10,10,10
